"","sex","age","race","juv_fel_count","juv_misd_count","juv_other_count","priors_count","c_charge_degree","two_year_recid"
"2019","Male",35,"White",0,0,1,1,"F",0
"2020","Female",41,"Non-White",0,0,0,4,"F",1
"2021","Male",34,"White",0,0,0,0,"F",0
"2022","Male",46,"White",0,0,0,5,"M",0
"2023","Female",33,"White",0,0,0,1,"M",0
"2024","Male",30,"Non-White",0,0,1,3,"F",0
"2025","Female",50,"Non-White",0,0,0,7,"M",0
"2026","Male",21,"Non-White",0,0,0,0,"F",0
"2027","Male",31,"Non-White",0,0,0,16,"F",1
"2028","Male",31,"Non-White",0,0,0,2,"F",1
"2029","Female",23,"Non-White",0,0,0,0,"M",0
"2030","Male",25,"Non-White",0,0,0,1,"F",0
"2031","Female",24,"White",0,0,0,1,"F",0
"2032","Male",31,"Non-White",0,0,0,13,"M",1
"2033","Male",60,"Non-White",0,0,0,0,"F",0
"2034","Male",30,"Non-White",0,0,0,2,"F",0
"2035","Female",32,"Non-White",0,0,0,0,"M",0
"2036","Male",46,"White",0,0,0,0,"M",0
"2037","Male",21,"White",0,0,1,0,"M",1
"2038","Male",28,"Non-White",4,0,0,6,"M",0
"2039","Male",35,"Non-White",0,0,0,0,"F",0
"2040","Male",34,"Non-White",0,0,0,2,"F",1
"2041","Male",41,"Non-White",0,0,0,2,"F",1
"2042","Female",40,"Non-White",0,0,0,7,"M",0
"2043","Male",23,"Non-White",0,0,0,1,"F",1
"2044","Male",23,"Non-White",0,0,0,3,"F",1
"2045","Male",28,"Non-White",0,0,0,2,"M",0
"2046","Male",21,"Non-White",0,0,0,0,"F",1
"2047","Male",46,"White",0,0,1,2,"M",0
"2048","Male",56,"Non-White",0,0,0,1,"F",0
"2049","Male",41,"Non-White",0,0,0,19,"F",0
"2050","Male",40,"Non-White",0,0,0,8,"F",1
"2051","Male",30,"Non-White",0,0,0,5,"F",1
"2052","Male",24,"Non-White",0,0,0,1,"M",1
"2053","Male",25,"Non-White",0,0,1,7,"F",0
"2054","Female",33,"White",0,0,0,0,"M",0
"2055","Male",48,"White",0,0,0,2,"M",0
"2056","Male",33,"Non-White",0,0,0,11,"F",1
"2057","Male",25,"Non-White",0,0,0,0,"F",0
"2058","Male",25,"White",0,0,0,6,"F",1
"2059","Male",58,"Non-White",0,0,0,38,"F",1
"2060","Male",30,"Non-White",0,1,1,7,"F",1
"2061","Male",37,"Non-White",0,0,0,0,"F",1
"2062","Female",43,"White",0,0,0,7,"F",0
"2063","Male",32,"White",0,0,0,0,"F",0
"2064","Male",33,"Non-White",0,0,0,3,"F",0
"2065","Male",39,"Non-White",0,1,0,4,"F",1
"2066","Male",49,"White",0,0,0,4,"F",0
"2067","Male",24,"White",0,0,0,0,"F",0
"2068","Male",26,"Non-White",0,0,0,1,"F",0
"2069","Male",42,"White",0,0,0,0,"F",0
"2070","Male",22,"Non-White",0,0,0,1,"F",1
"2071","Male",36,"Non-White",0,0,0,0,"F",0
"2072","Male",29,"White",0,0,1,7,"M",1
"2073","Male",39,"White",0,0,0,0,"M",0
"2074","Male",27,"Non-White",0,2,1,13,"F",1
"2075","Male",38,"White",0,0,0,2,"F",1
"2076","Male",20,"White",0,0,0,0,"F",1
"2077","Male",25,"Non-White",2,0,0,4,"F",1
"2078","Male",53,"White",0,0,0,0,"M",0
"2079","Female",27,"Non-White",0,0,0,0,"M",1
"2080","Male",21,"Non-White",0,0,0,0,"F",1
"2081","Male",50,"White",0,0,0,1,"M",1
"2082","Male",41,"Non-White",0,0,0,4,"F",0
"2083","Male",34,"Non-White",0,0,0,4,"F",1
"2084","Male",22,"White",0,0,2,5,"F",1
"2085","Male",22,"White",0,0,2,0,"F",1
"2086","Male",25,"Non-White",0,0,0,2,"F",0
"2087","Male",42,"Non-White",0,0,0,1,"F",1
"2088","Female",27,"White",0,0,0,2,"F",0
"2089","Male",51,"Non-White",0,0,0,2,"F",0
"2090","Male",33,"Non-White",0,0,0,23,"F",1
"2091","Male",24,"Non-White",0,0,1,0,"F",0
"2092","Male",37,"Non-White",0,0,0,4,"F",0
"2093","Male",37,"White",0,0,0,0,"M",0
"2094","Female",27,"Non-White",0,0,0,0,"M",0
"2095","Male",21,"Non-White",0,0,0,0,"F",0
"2096","Male",35,"Non-White",0,0,0,1,"F",1
"2097","Female",24,"White",0,0,0,0,"F",0
"2098","Male",21,"Non-White",1,0,0,1,"F",0
"2099","Male",49,"White",0,0,0,2,"M",0
"2100","Male",38,"Non-White",0,0,0,9,"F",0
"2101","Male",61,"Non-White",0,0,0,0,"M",0
"2102","Female",30,"Non-White",0,0,0,0,"M",0
"2103","Male",22,"Non-White",0,0,0,3,"F",0
"2104","Male",25,"Non-White",0,0,0,0,"F",1
"2105","Female",30,"Non-White",0,0,0,3,"M",1
"2106","Male",52,"White",0,0,0,0,"M",0
"2107","Male",26,"White",0,0,0,0,"F",0
"2108","Male",26,"Non-White",0,0,0,0,"M",0
"2109","Male",29,"Non-White",0,1,0,6,"F",0
"2110","Male",45,"White",0,0,0,9,"F",1
"2111","Male",20,"Non-White",0,0,0,0,"F",1
"2112","Male",29,"Non-White",0,0,0,4,"F",0
"2113","Male",43,"White",0,0,0,1,"F",1
"2114","Male",26,"White",0,0,0,2,"F",0
"2115","Female",46,"Non-White",0,0,0,4,"F",0
"2116","Female",46,"Non-White",0,0,0,0,"F",0
"2117","Male",39,"White",0,0,0,8,"F",0
"2118","Male",29,"Non-White",0,0,0,12,"F",1
"2119","Male",41,"White",0,0,0,0,"M",0
"2120","Male",29,"Non-White",0,0,1,11,"F",1
"2121","Female",25,"Non-White",0,0,0,5,"F",0
"2122","Male",23,"Non-White",1,0,0,2,"F",0
"2123","Female",46,"Non-White",0,0,0,1,"F",1
"2124","Male",30,"White",0,0,0,0,"M",0
"2125","Male",34,"White",0,0,0,1,"F",0
"2126","Male",70,"White",0,0,0,11,"F",1
"2127","Male",52,"White",0,0,0,2,"F",0
"2128","Male",51,"Non-White",0,0,0,4,"M",0
"2129","Female",45,"Non-White",0,0,0,15,"F",1
"2130","Male",55,"Non-White",0,0,0,21,"F",1
"2131","Female",49,"White",0,0,0,1,"F",0
"2132","Female",26,"Non-White",0,0,0,9,"M",1
"2133","Female",47,"White",0,0,0,0,"F",0
"2134","Male",27,"Non-White",0,0,0,0,"M",0
"2135","Male",25,"White",0,2,0,5,"M",1
"2136","Male",21,"Non-White",0,1,0,1,"F",1
"2137","Male",37,"Non-White",0,0,1,26,"F",1
"2138","Male",21,"Non-White",0,0,0,1,"F",1
"2139","Male",21,"Non-White",0,0,0,0,"F",0
"2140","Male",25,"Non-White",0,0,0,4,"F",1
"2141","Female",27,"Non-White",0,0,0,3,"F",1
"2142","Male",30,"White",0,0,0,3,"F",1
"2143","Male",70,"White",0,0,0,0,"M",0
"2144","Male",37,"White",0,0,0,11,"F",1
"2145","Male",46,"Non-White",0,0,0,5,"F",1
"2146","Male",40,"Non-White",0,0,0,4,"M",1
"2147","Male",20,"Non-White",1,0,0,1,"F",1
"2148","Male",43,"Non-White",0,0,0,18,"F",1
"2149","Male",38,"Non-White",0,0,0,15,"F",0
"2150","Male",29,"Non-White",0,0,0,0,"F",0
"2151","Male",37,"Non-White",0,0,0,8,"M",1
"2152","Male",38,"Non-White",0,0,0,3,"F",0
"2153","Female",27,"White",0,0,0,0,"F",0
"2154","Female",20,"Non-White",0,0,0,0,"M",1
"2155","Male",44,"Non-White",0,0,0,0,"M",0
"2156","Male",31,"White",0,0,0,6,"M",0
"2157","Male",29,"Non-White",0,0,0,3,"F",1
"2158","Male",48,"White",0,0,0,13,"F",1
"2159","Female",30,"Non-White",0,0,0,0,"M",0
"2160","Female",25,"White",0,0,0,2,"F",1
"2161","Male",40,"Non-White",0,0,0,3,"F",0
"2162","Female",49,"White",0,0,0,3,"F",0
"2163","Male",33,"White",0,0,0,1,"M",0
"2164","Male",26,"White",0,0,0,5,"F",1
"2165","Male",31,"Non-White",0,1,0,1,"M",0
"2166","Male",61,"White",0,0,0,1,"M",0
"2167","Male",30,"White",0,0,0,2,"F",0
"2168","Male",62,"White",0,0,0,0,"M",0
"2169","Female",27,"White",0,0,0,4,"M",1
"2170","Male",48,"White",0,0,0,9,"F",0
"2171","Female",40,"White",0,0,0,0,"F",0
"2172","Male",24,"White",0,0,0,0,"F",0
"2173","Male",22,"Non-White",0,0,0,0,"F",1
"2174","Male",30,"Non-White",0,0,0,4,"M",1
"2175","Male",63,"White",0,0,0,0,"M",0
"2176","Male",46,"Non-White",0,0,0,0,"M",0
"2177","Male",33,"Non-White",0,0,0,4,"F",0
"2178","Female",21,"Non-White",1,0,0,1,"F",1
"2179","Male",43,"White",0,0,0,0,"M",1
"2180","Male",26,"Non-White",0,0,0,3,"F",1
"2181","Male",51,"Non-White",0,0,0,1,"F",0
"2182","Male",39,"White",0,0,0,3,"F",1
"2183","Female",30,"Non-White",0,0,0,0,"M",1
"2184","Male",32,"Non-White",0,0,0,14,"F",1
"2185","Male",22,"Non-White",0,0,0,0,"M",0
"2186","Male",59,"White",0,0,0,0,"F",0
"2187","Male",38,"Non-White",0,5,0,37,"M",1
"2188","Male",23,"Non-White",0,0,0,2,"F",0
"2189","Male",42,"Non-White",0,0,0,0,"M",1
"2190","Male",20,"Non-White",1,0,0,1,"F",1
"2191","Male",38,"Non-White",0,0,0,2,"F",1
"2192","Female",34,"White",0,0,0,2,"F",0
"2193","Female",36,"Non-White",0,0,0,7,"F",1
"2194","Male",35,"White",0,0,0,7,"F",1
"2195","Male",36,"Non-White",0,0,0,0,"M",1
"2196","Male",31,"Non-White",0,0,0,1,"F",0
"2197","Female",28,"Non-White",0,0,0,3,"F",1
"2198","Male",28,"Non-White",0,0,0,1,"F",1
"2199","Male",60,"White",0,0,0,3,"F",0
"2200","Male",43,"Non-White",0,0,0,0,"F",0
"2201","Male",40,"Non-White",0,0,0,1,"F",0
"2202","Male",31,"Non-White",0,2,0,15,"F",1
"2203","Male",54,"Non-White",0,0,0,6,"F",1
"2204","Male",26,"Non-White",0,0,0,1,"F",0
"2205","Male",24,"Non-White",0,0,0,17,"F",1
"2206","Male",41,"Non-White",0,0,0,0,"F",1
"2207","Male",21,"Non-White",0,0,1,1,"F",1
"2208","Female",29,"Non-White",0,0,0,1,"F",1
"2209","Male",22,"Non-White",0,0,1,0,"F",0
"2210","Male",52,"Non-White",0,0,0,9,"F",1
"2211","Female",40,"Non-White",0,0,0,0,"F",0
"2212","Female",37,"White",0,0,0,0,"F",0
"2213","Male",21,"Non-White",0,0,0,1,"F",0
"2214","Female",45,"Non-White",0,0,0,1,"F",0
"2215","Male",29,"Non-White",0,0,0,1,"M",1
"2216","Male",46,"Non-White",0,0,0,10,"F",1
"2217","Male",21,"White",0,1,2,1,"F",0
"2218","Male",50,"Non-White",1,0,0,7,"M",0
"2219","Male",35,"White",0,0,0,6,"F",1
"2220","Male",52,"Non-White",0,0,0,1,"M",1
"2221","Male",48,"White",0,0,0,0,"M",0
"2222","Female",29,"Non-White",0,0,3,9,"M",1
"2223","Male",48,"White",0,0,0,0,"M",0
"2224","Male",31,"Non-White",0,0,0,10,"F",1
"2225","Male",21,"White",0,0,0,3,"F",1
"2226","Male",32,"Non-White",0,0,0,0,"F",1
"2227","Male",47,"Non-White",0,0,0,0,"M",0
"2228","Male",62,"Non-White",0,0,0,1,"M",0
"2229","Male",21,"Non-White",1,2,2,3,"F",1
"2230","Male",35,"Non-White",3,0,0,13,"F",0
"2231","Male",46,"Non-White",0,0,0,3,"M",1
"2232","Male",34,"Non-White",0,0,0,5,"F",1
"2233","Male",52,"Non-White",0,0,0,2,"F",0
"2234","Female",39,"Non-White",0,1,0,7,"F",0
"2235","Male",21,"White",0,0,0,0,"M",1
"2236","Male",53,"White",0,0,0,1,"M",0
"2237","Female",19,"White",0,0,0,0,"F",1
"2238","Male",22,"Non-White",0,0,0,0,"M",0
"2239","Male",45,"Non-White",0,0,0,1,"F",0
"2240","Female",27,"White",0,0,0,0,"F",0
"2241","Male",25,"White",0,0,0,0,"M",0
"2242","Male",30,"White",0,0,0,0,"F",1
"2243","Male",31,"Non-White",0,0,0,2,"F",1
"2244","Male",28,"White",0,0,0,3,"F",0
"2245","Male",36,"Non-White",0,0,0,3,"M",1
"2246","Male",27,"Non-White",0,0,0,7,"F",1
"2247","Male",42,"Non-White",0,0,0,1,"F",0
"2248","Male",35,"White",0,0,0,0,"F",1
"2249","Female",33,"White",0,0,0,2,"F",0
"2250","Male",24,"Non-White",1,0,0,6,"F",1
"2251","Male",25,"Non-White",0,1,0,21,"F",1
"2252","Female",42,"White",0,0,0,0,"M",0
"2253","Male",21,"Non-White",0,0,0,0,"F",1
"2254","Female",28,"Non-White",0,0,0,0,"M",0
"2255","Male",27,"Non-White",0,0,0,25,"F",1
"2256","Female",21,"White",0,0,0,0,"F",0
"2257","Male",26,"White",0,0,0,0,"M",1
"2258","Male",36,"White",0,0,0,0,"F",0
"2259","Male",23,"Non-White",0,0,0,1,"M",1
"2260","Male",49,"White",0,0,0,0,"F",1
"2261","Male",29,"Non-White",0,0,0,11,"F",1
"2262","Male",44,"White",0,0,0,0,"F",1
"2263","Male",28,"White",0,0,0,1,"M",0
"2264","Male",27,"Non-White",0,0,0,2,"M",1
"2265","Female",35,"Non-White",0,0,0,12,"F",1
"2266","Male",36,"Non-White",0,0,0,19,"M",1
"2267","Male",46,"White",0,0,0,2,"M",0
"2268","Male",34,"Non-White",0,0,0,3,"F",0
"2269","Male",45,"Non-White",0,0,0,15,"F",1
"2270","Male",28,"Non-White",0,0,0,9,"F",1
"2271","Female",25,"Non-White",0,0,0,1,"F",0
"2272","Male",21,"Non-White",0,1,0,1,"M",0
"2273","Male",48,"Non-White",0,0,0,1,"F",0
"2274","Male",37,"White",0,0,0,1,"M",0
"2275","Male",24,"Non-White",0,0,0,3,"F",1
"2276","Male",37,"White",0,0,0,1,"M",1
"2277","Male",39,"White",0,0,0,1,"F",0
"2278","Male",24,"White",0,0,1,1,"F",1
"2279","Male",49,"Non-White",0,0,0,2,"F",0
"2280","Male",35,"Non-White",0,0,0,3,"F",1
"2281","Male",23,"Non-White",0,0,0,1,"F",1
"2282","Male",36,"White",0,0,0,4,"F",1
"2283","Male",43,"White",0,0,0,5,"F",0
"2284","Male",28,"Non-White",0,0,0,6,"M",1
"2285","Female",21,"Non-White",1,0,0,4,"F",1
"2286","Male",53,"Non-White",0,0,0,1,"M",0
"2287","Female",27,"Non-White",0,0,0,2,"M",1
"2288","Male",39,"White",0,0,0,0,"M",0
"2289","Male",47,"Non-White",0,0,0,22,"F",1
"2290","Male",28,"Non-White",0,0,0,4,"F",1
"2291","Male",49,"White",0,0,0,7,"F",0
"2292","Male",36,"White",0,0,0,2,"F",0
"2293","Female",24,"Non-White",0,0,0,1,"F",0
"2294","Male",35,"Non-White",0,0,0,0,"M",0
"2295","Male",23,"Non-White",0,0,0,3,"F",0
"2296","Male",26,"Non-White",0,0,0,2,"F",0
"2297","Male",31,"Non-White",0,0,0,7,"F",1
"2298","Female",30,"Non-White",0,3,2,14,"F",1
"2299","Male",25,"White",0,0,0,2,"M",0
"2300","Male",24,"Non-White",0,0,0,6,"F",1
"2301","Male",34,"Non-White",0,0,0,1,"F",1
"2302","Male",26,"Non-White",0,0,0,2,"M",0
"2303","Male",26,"Non-White",0,0,0,7,"M",0
"2304","Male",60,"Non-White",0,0,0,0,"F",0
"2305","Female",20,"Non-White",0,0,0,0,"F",0
"2306","Male",36,"White",1,0,0,10,"M",1
"2307","Male",23,"White",0,0,0,0,"F",0
"2308","Male",26,"Non-White",0,0,0,5,"F",1
"2309","Male",40,"White",0,0,0,4,"M",0
"2310","Male",28,"Non-White",0,0,0,1,"F",1
"2311","Male",49,"Non-White",0,0,0,1,"F",1
"2312","Male",46,"Non-White",0,0,0,8,"F",1
"2313","Male",19,"Non-White",0,1,0,1,"F",1
"2314","Male",53,"White",0,0,0,1,"F",0
"2315","Male",56,"White",0,0,0,5,"F",0
"2316","Female",24,"Non-White",0,0,0,0,"F",0
"2317","Male",31,"Non-White",0,0,0,0,"F",0
"2318","Female",33,"White",0,0,0,2,"F",0
"2319","Male",26,"White",0,3,0,8,"F",1
"2320","Male",56,"White",0,0,0,1,"M",0
"2321","Male",32,"White",0,0,0,2,"F",0
"2322","Male",25,"White",0,0,0,0,"F",1
"2323","Male",21,"Non-White",0,0,0,1,"F",0
"2324","Male",38,"Non-White",0,0,0,3,"F",0
"2325","Male",23,"White",0,0,0,0,"F",0
"2326","Male",67,"Non-White",0,0,0,4,"M",0
"2327","Male",20,"White",0,0,1,0,"F",1
"2328","Female",39,"White",0,0,0,4,"F",1
"2329","Male",24,"Non-White",0,0,0,1,"F",1
"2330","Male",23,"Non-White",0,0,0,0,"F",0
"2331","Male",49,"Non-White",0,0,0,3,"F",0
"2332","Male",31,"Non-White",0,0,0,7,"F",1
"2333","Male",20,"Non-White",0,0,0,1,"F",1
"2334","Male",28,"White",0,0,0,0,"M",0
"2335","Male",67,"White",0,0,0,3,"F",0
"2336","Male",33,"Non-White",0,0,0,0,"F",0
"2337","Male",20,"Non-White",1,0,0,1,"F",1
"2338","Male",40,"White",0,0,0,4,"F",0
"2339","Male",52,"Non-White",0,0,0,0,"F",0
"2340","Male",45,"Non-White",0,0,0,17,"F",1
"2341","Male",27,"Non-White",0,0,1,8,"F",1
"2342","Male",22,"White",0,0,0,1,"F",0
"2343","Male",36,"White",0,0,0,9,"F",0
"2344","Male",40,"White",0,0,0,0,"M",1
"2345","Male",30,"White",0,0,0,1,"M",1
"2346","Male",42,"Non-White",0,0,0,1,"F",0
"2347","Male",24,"Non-White",0,0,1,2,"F",1
"2348","Male",46,"White",0,0,0,4,"F",0
"2349","Male",38,"Non-White",0,0,0,4,"F",0
"2350","Male",39,"Non-White",0,0,0,2,"F",1
"2351","Female",32,"Non-White",0,0,0,0,"M",1
"2352","Male",26,"White",0,0,0,0,"M",0
"2353","Male",54,"White",0,0,0,1,"M",1
"2354","Male",27,"Non-White",0,0,0,2,"F",0
"2355","Male",61,"White",0,0,0,1,"F",0
"2356","Male",51,"Non-White",0,0,0,1,"M",1
"2357","Male",57,"White",0,0,0,0,"F",0
"2358","Male",24,"White",0,0,3,3,"M",1
"2359","Male",34,"Non-White",0,0,0,1,"F",0
"2360","Male",27,"Non-White",0,0,0,1,"F",0
"2361","Female",28,"Non-White",0,0,0,10,"M",1
"2362","Male",35,"Non-White",0,0,0,10,"M",1
"2363","Male",30,"Non-White",0,0,0,6,"F",1
"2364","Male",53,"Non-White",0,0,0,1,"F",0
"2365","Male",44,"Non-White",0,0,0,0,"F",0
"2366","Male",57,"White",0,0,0,3,"M",1
"2367","Male",61,"White",0,0,0,10,"F",0
"2368","Male",26,"Non-White",0,0,0,1,"F",1
"2369","Male",48,"Non-White",1,0,0,10,"F",1
"2370","Male",42,"Non-White",0,0,0,4,"M",0
"2371","Male",38,"White",0,0,0,10,"F",1
"2372","Male",39,"Non-White",0,0,0,4,"F",0
"2373","Female",53,"White",0,0,0,0,"M",0
"2374","Male",26,"Non-White",0,0,0,3,"M",0
"2375","Male",22,"Non-White",0,0,0,1,"F",1
"2376","Male",50,"White",0,0,0,0,"F",0
"2377","Male",44,"White",3,0,0,16,"M",0
"2378","Male",24,"Non-White",0,1,3,4,"F",1
"2379","Male",21,"Non-White",0,0,0,0,"F",1
"2380","Male",50,"White",0,0,0,0,"F",0
"2381","Female",36,"White",0,0,0,0,"M",0
"2382","Male",39,"White",0,0,0,0,"F",0
"2383","Female",24,"Non-White",0,0,0,2,"F",0
"2384","Female",54,"Non-White",0,0,0,7,"F",0
"2385","Male",29,"Non-White",0,0,0,0,"M",0
"2386","Male",26,"White",0,0,0,0,"M",0
"2387","Male",41,"Non-White",0,0,0,3,"F",1
"2388","Male",23,"Non-White",0,0,0,1,"F",1
"2389","Male",34,"White",0,0,0,0,"M",0
"2390","Male",31,"White",0,0,0,11,"F",1
"2391","Male",20,"Non-White",0,0,0,0,"F",0
"2392","Male",49,"Non-White",0,0,0,10,"F",1
"2393","Male",26,"Non-White",0,0,0,4,"F",1
"2394","Male",28,"Non-White",0,0,0,1,"F",1
"2395","Male",26,"Non-White",0,0,0,0,"F",0
"2396","Male",55,"Non-White",0,0,0,1,"F",0
"2397","Male",22,"Non-White",0,0,0,0,"M",0
"2398","Female",26,"Non-White",0,0,0,0,"M",0
"2399","Male",56,"Non-White",0,0,0,0,"M",0
"2400","Male",66,"White",0,0,0,1,"F",0
"2401","Male",46,"Non-White",0,0,0,2,"F",0
"2402","Male",58,"Non-White",0,0,0,16,"F",1
"2403","Male",28,"Non-White",0,0,0,4,"F",0
"2404","Male",33,"Non-White",0,0,0,8,"F",0
"2405","Female",31,"Non-White",0,0,0,0,"M",0
"2406","Male",26,"Non-White",0,0,0,1,"M",0
"2407","Male",35,"Non-White",0,0,0,4,"M",0
"2408","Female",41,"White",0,0,0,12,"F",1
"2409","Male",34,"White",0,0,0,0,"M",0
"2410","Male",33,"Non-White",0,0,0,0,"F",0
"2411","Female",32,"Non-White",0,0,0,0,"F",0
"2412","Male",37,"Non-White",0,0,0,9,"F",1
"2413","Male",50,"Non-White",0,0,0,1,"F",0
"2414","Male",35,"White",0,0,0,1,"F",0
"2415","Female",47,"White",0,0,0,0,"M",1
"2416","Female",52,"Non-White",0,0,0,8,"F",0
"2417","Male",26,"Non-White",0,1,2,5,"F",1
"2418","Male",36,"Non-White",0,0,0,1,"M",1
"2419","Male",45,"Non-White",0,0,0,13,"F",1
"2420","Male",19,"Non-White",0,0,0,0,"M",1
"2421","Male",41,"Non-White",0,0,0,8,"F",1
"2422","Male",24,"Non-White",0,0,0,0,"M",0
"2423","Male",21,"Non-White",0,1,0,1,"F",0
"2424","Male",54,"White",0,0,0,0,"M",0
"2425","Male",49,"White",0,0,0,0,"F",0
"2426","Male",42,"White",0,0,0,1,"F",0
"2427","Male",21,"Non-White",0,0,0,1,"F",1
"2428","Male",61,"Non-White",0,0,0,30,"F",0
"2429","Male",46,"White",0,0,0,5,"F",1
"2430","Male",74,"White",0,0,0,0,"M",0
"2431","Female",38,"Non-White",0,0,0,0,"F",0
"2432","Male",75,"White",0,0,0,2,"M",0
"2433","Female",39,"Non-White",0,0,0,1,"F",0
"2434","Female",38,"Non-White",0,0,0,0,"F",0
"2435","Male",19,"Non-White",1,0,1,1,"F",1
"2436","Male",28,"White",0,0,0,0,"F",1
"2437","Male",53,"Non-White",0,0,0,2,"F",0
"2438","Male",25,"Non-White",0,0,0,1,"F",1
"2439","Male",53,"White",0,0,0,1,"M",0
"2440","Male",53,"Non-White",0,0,0,4,"F",0
"2441","Male",23,"Non-White",0,1,0,2,"F",0
"2442","Male",55,"White",0,0,0,33,"F",1
"2443","Female",64,"White",0,0,0,1,"F",0
"2444","Male",23,"Non-White",0,0,0,1,"M",1
"2445","Male",38,"Non-White",0,0,0,1,"M",0
"2446","Male",23,"Non-White",0,0,2,4,"F",1
"2447","Female",41,"Non-White",0,0,0,0,"F",0
"2448","Male",53,"Non-White",0,0,0,0,"M",0
"2449","Male",34,"Non-White",0,0,0,0,"F",0
"2450","Male",24,"Non-White",0,0,0,0,"F",1
"2451","Male",26,"Non-White",0,0,0,1,"M",0
"2452","Male",44,"White",0,0,0,4,"F",0
"2453","Female",27,"White",0,0,0,0,"F",0
"2454","Male",28,"White",0,0,0,14,"F",0
"2455","Male",55,"White",0,0,0,1,"M",0
"2456","Female",22,"Non-White",0,0,0,2,"F",0
"2457","Male",36,"Non-White",0,0,0,15,"F",0
"2458","Male",29,"Non-White",0,0,0,6,"F",1
"2459","Male",23,"Non-White",0,0,0,1,"F",0
"2460","Male",56,"Non-White",0,0,0,1,"M",0
"2461","Male",27,"White",0,0,0,2,"F",1
"2462","Male",37,"White",0,0,0,1,"M",0
"2463","Male",32,"Non-White",0,0,0,1,"F",1
"2464","Male",41,"Non-White",2,0,0,18,"M",1
"2465","Male",22,"Non-White",0,0,0,1,"F",1
"2466","Male",37,"White",0,0,0,1,"F",1
"2467","Male",45,"Non-White",0,0,0,3,"M",0
"2468","Female",31,"Non-White",0,0,0,14,"F",0
"2469","Male",42,"Non-White",0,0,0,7,"F",1
"2470","Male",26,"Non-White",0,2,2,20,"F",1
"2471","Male",33,"White",0,0,0,0,"F",1
"2472","Male",22,"White",0,0,0,0,"M",1
"2473","Male",32,"White",0,0,0,2,"F",1
"2474","Female",36,"Non-White",0,0,0,1,"M",0
"2475","Male",54,"White",0,0,0,0,"M",0
"2476","Male",25,"Non-White",0,1,2,5,"F",1
"2477","Male",24,"White",0,0,0,3,"F",1
"2478","Male",23,"Non-White",0,0,0,0,"M",0
"2479","Male",61,"White",0,0,0,0,"M",0
"2480","Female",42,"White",0,0,0,0,"M",0
"2481","Male",28,"White",0,0,0,1,"M",1
"2482","Male",27,"Non-White",0,0,0,1,"M",0
"2483","Male",24,"White",0,0,0,2,"M",0
"2484","Male",33,"Non-White",0,0,0,14,"F",0
"2485","Male",32,"Non-White",0,0,0,16,"F",1
"2486","Male",38,"White",0,0,0,0,"F",0
"2487","Male",21,"White",0,1,1,1,"M",0
"2488","Male",27,"Non-White",0,0,0,1,"F",1
"2489","Male",39,"White",0,0,0,0,"F",0
"2490","Male",29,"White",0,0,0,0,"F",0
"2491","Male",29,"White",0,0,0,1,"F",0
"2492","Male",65,"White",0,0,0,6,"F",0
"2493","Male",36,"White",0,0,0,1,"F",1
"2494","Male",46,"Non-White",0,0,0,0,"F",1
"2495","Male",44,"Non-White",1,0,0,7,"F",0
"2496","Male",27,"Non-White",0,0,0,0,"M",0
"2497","Male",27,"Non-White",0,0,0,8,"F",1
"2498","Male",61,"White",0,0,0,0,"M",0
"2499","Male",47,"Non-White",0,0,0,0,"M",1
"2500","Male",27,"Non-White",0,0,0,1,"M",0
"2501","Male",28,"White",0,0,0,0,"F",1
"2502","Female",31,"White",0,0,0,1,"M",1
"2503","Male",26,"White",0,0,0,9,"M",1
"2504","Male",53,"Non-White",0,0,0,2,"F",1
"2505","Male",26,"Non-White",0,0,0,1,"F",1
"2506","Male",25,"Non-White",0,0,0,2,"F",0
"2507","Male",23,"Non-White",0,0,0,5,"M",1
"2508","Female",21,"Non-White",0,3,1,4,"M",1
"2509","Male",23,"Non-White",0,0,0,1,"M",0
"2510","Male",30,"Non-White",0,1,1,3,"M",0
"2511","Female",45,"Non-White",0,0,0,2,"F",0
"2512","Male",27,"Non-White",0,0,0,2,"M",1
"2513","Male",57,"Non-White",0,0,0,6,"M",1
"2514","Male",44,"White",0,0,0,8,"F",1
"2515","Female",26,"Non-White",0,0,0,0,"M",0
"2516","Male",21,"White",0,0,0,0,"F",1
"2517","Male",63,"Non-White",0,0,0,1,"F",0
"2518","Female",62,"White",0,0,0,0,"M",0
"2519","Male",48,"White",0,0,0,0,"F",0
"2520","Male",53,"Non-White",0,0,0,1,"M",0
"2521","Male",62,"Non-White",0,0,0,3,"M",1
"2522","Male",28,"Non-White",1,1,0,5,"F",0
"2523","Male",56,"White",0,0,0,1,"F",0
"2524","Male",35,"Non-White",0,0,0,2,"F",0
"2525","Female",56,"Non-White",0,0,0,2,"M",1
"2526","Male",22,"Non-White",1,0,0,2,"F",1
"2527","Male",26,"Non-White",0,0,0,5,"F",1
"2528","Male",35,"Non-White",0,0,0,4,"M",0
"2529","Male",22,"Non-White",0,0,0,1,"F",1
"2530","Male",60,"White",0,0,0,3,"M",0
"2531","Female",37,"Non-White",1,0,0,7,"F",0
"2532","Female",32,"Non-White",0,0,0,0,"F",0
"2533","Female",33,"Non-White",0,0,0,3,"F",1
"2534","Male",38,"Non-White",0,0,0,2,"F",1
"2535","Male",53,"White",0,0,0,0,"M",0
"2536","Male",32,"White",0,0,0,0,"M",0
