"","admit","gender","dept"
"999","Admitted","Male","B"
"1000","Admitted","Male","B"
"1001","Admitted","Male","B"
"1002","Admitted","Male","B"
"1003","Admitted","Male","B"
"1004","Admitted","Male","B"
"1005","Admitted","Male","B"
"1006","Admitted","Male","B"
"1007","Admitted","Male","B"
"1008","Admitted","Male","B"
"1009","Admitted","Male","B"
"1010","Admitted","Male","B"
"1011","Admitted","Male","B"
"1012","Admitted","Male","B"
"1013","Admitted","Male","B"
"1014","Admitted","Male","B"
"1015","Admitted","Male","B"
"1016","Admitted","Male","B"
"1017","Admitted","Male","B"
"1018","Admitted","Male","B"
"1019","Admitted","Male","B"
"1020","Admitted","Male","B"
"1021","Admitted","Male","B"
"1022","Admitted","Male","B"
"1023","Admitted","Male","B"
"1024","Admitted","Male","B"
"1025","Admitted","Male","B"
"1026","Admitted","Male","B"
"1027","Admitted","Male","B"
"1028","Admitted","Male","B"
"1029","Admitted","Male","B"
"1030","Admitted","Male","B"
"1031","Admitted","Male","B"
"1032","Admitted","Male","B"
"1033","Admitted","Male","B"
"1034","Admitted","Male","B"
"1035","Admitted","Male","B"
"1036","Admitted","Male","B"
"1037","Admitted","Male","B"
"1038","Admitted","Male","B"
"1039","Admitted","Male","B"
"1040","Admitted","Male","B"
"1041","Admitted","Male","B"
"1042","Admitted","Male","B"
"1043","Admitted","Male","B"
"1044","Admitted","Male","B"
"1045","Admitted","Male","B"
"1046","Admitted","Male","B"
"1047","Admitted","Male","B"
"1048","Admitted","Male","B"
"1049","Admitted","Male","B"
"1050","Admitted","Male","B"
"1051","Admitted","Male","B"
"1052","Admitted","Male","B"
"1053","Admitted","Male","B"
"1054","Admitted","Male","B"
"1055","Admitted","Male","B"
"1056","Admitted","Male","B"
"1057","Admitted","Male","B"
"1058","Admitted","Male","B"
"1059","Admitted","Male","B"
"1060","Admitted","Male","B"
"1061","Admitted","Male","B"
"1062","Admitted","Male","B"
"1063","Admitted","Male","B"
"1064","Admitted","Male","B"
"1065","Admitted","Male","B"
"1066","Admitted","Male","B"
"1067","Admitted","Male","B"
"1068","Admitted","Male","B"
"1069","Admitted","Male","B"
"1070","Admitted","Male","B"
"1071","Admitted","Male","B"
"1072","Admitted","Male","B"
"1073","Admitted","Male","B"
"1074","Admitted","Male","B"
"1075","Admitted","Male","B"
"1076","Admitted","Male","B"
"1077","Admitted","Male","B"
"1078","Admitted","Male","B"
"1079","Admitted","Male","B"
"1080","Admitted","Male","B"
"1081","Admitted","Male","B"
"1082","Admitted","Male","B"
"1083","Admitted","Male","B"
"1084","Admitted","Male","B"
"1085","Admitted","Male","B"
"1086","Admitted","Male","B"
"1087","Admitted","Male","B"
"1088","Admitted","Male","B"
"1089","Admitted","Male","B"
"1090","Admitted","Male","B"
"1091","Admitted","Male","B"
"1092","Admitted","Male","B"
"1093","Admitted","Male","B"
"1094","Admitted","Male","B"
"1095","Admitted","Male","B"
"1096","Admitted","Male","B"
"1097","Admitted","Male","B"
"1098","Admitted","Male","B"
"1099","Admitted","Male","B"
"1100","Admitted","Male","B"
"1101","Admitted","Male","B"
"1102","Admitted","Male","B"
"1103","Admitted","Male","B"
"1104","Admitted","Male","B"
"1105","Admitted","Male","B"
"1106","Admitted","Male","B"
"1107","Admitted","Male","B"
"1108","Admitted","Male","B"
"1109","Admitted","Male","B"
"1110","Admitted","Male","B"
"1111","Admitted","Male","B"
"1112","Admitted","Male","B"
"1113","Admitted","Male","B"
"1114","Admitted","Male","B"
"1115","Admitted","Male","B"
"1116","Admitted","Male","B"
"1117","Admitted","Male","B"
"1118","Admitted","Male","B"
"1119","Admitted","Male","B"
"1120","Admitted","Male","B"
"1121","Admitted","Male","B"
"1122","Admitted","Male","B"
"1123","Admitted","Male","B"
"1124","Admitted","Male","B"
"1125","Admitted","Male","B"
"1126","Admitted","Male","B"
"1127","Admitted","Male","B"
"1128","Admitted","Male","B"
"1129","Admitted","Male","B"
"1130","Admitted","Male","B"
"1131","Admitted","Male","B"
"1132","Admitted","Male","B"
"1133","Admitted","Male","B"
"1134","Admitted","Male","B"
"1135","Admitted","Male","B"
"1136","Admitted","Male","B"
"1137","Admitted","Male","B"
"1138","Admitted","Male","B"
"1139","Admitted","Male","B"
"1140","Admitted","Male","B"
"1141","Admitted","Male","B"
"1142","Admitted","Male","B"
"1143","Admitted","Male","B"
"1144","Admitted","Male","B"
"1145","Admitted","Male","B"
"1146","Admitted","Male","B"
"1147","Admitted","Male","B"
"1148","Admitted","Male","B"
"1149","Admitted","Male","B"
"1150","Admitted","Male","B"
"1151","Admitted","Male","B"
"1152","Admitted","Male","B"
"1153","Admitted","Male","B"
"1154","Admitted","Male","B"
"1155","Admitted","Male","B"
"1156","Admitted","Male","B"
"1157","Admitted","Male","B"
"1158","Admitted","Male","B"
"1159","Admitted","Male","B"
"1160","Admitted","Male","B"
"1161","Admitted","Male","B"
"1162","Admitted","Male","B"
"1163","Admitted","Male","B"
"1164","Admitted","Male","B"
"1165","Admitted","Male","B"
"1166","Admitted","Male","B"
"1167","Admitted","Male","B"
"1168","Admitted","Male","B"
"1169","Admitted","Male","B"
"1170","Admitted","Male","B"
"1171","Admitted","Male","B"
"1172","Admitted","Male","B"
"1173","Admitted","Male","B"
"1174","Admitted","Male","B"
"1175","Admitted","Male","B"
"1176","Admitted","Male","B"
"1177","Admitted","Male","B"
"1178","Admitted","Male","B"
"1179","Admitted","Male","B"
"1180","Admitted","Male","B"
"1181","Admitted","Male","B"
"1182","Admitted","Male","B"
"1183","Admitted","Male","B"
"1184","Admitted","Male","B"
"1185","Admitted","Male","B"
"1186","Admitted","Male","B"
"1187","Admitted","Male","B"
"1188","Admitted","Male","B"
"1189","Admitted","Male","B"
"1190","Admitted","Male","B"
"1191","Admitted","Male","B"
"1192","Admitted","Male","B"
"1193","Admitted","Male","B"
"1194","Admitted","Male","B"
"1195","Admitted","Male","B"
"1196","Admitted","Male","B"
"1197","Admitted","Male","B"
"1198","Admitted","Male","B"
"1199","Admitted","Male","B"
"1200","Admitted","Male","B"
"1201","Admitted","Male","B"
"1202","Admitted","Male","B"
"1203","Admitted","Male","B"
"1204","Admitted","Male","B"
"1205","Admitted","Male","B"
"1206","Admitted","Male","B"
"1207","Admitted","Male","B"
"1208","Admitted","Male","B"
"1209","Admitted","Male","B"
"1210","Admitted","Male","B"
"1211","Admitted","Male","B"
"1212","Admitted","Male","B"
"1213","Admitted","Male","B"
"1214","Admitted","Male","B"
"1215","Admitted","Male","B"
"1216","Admitted","Male","B"
"1217","Admitted","Male","B"
"1218","Admitted","Male","B"
"1219","Admitted","Male","B"
"1220","Admitted","Male","B"
"1221","Admitted","Male","B"
"1222","Admitted","Male","B"
"1223","Admitted","Male","B"
"1224","Admitted","Male","B"
"1225","Admitted","Male","B"
"1226","Admitted","Male","B"
"1227","Admitted","Male","B"
"1228","Admitted","Male","B"
"1229","Admitted","Male","B"
"1230","Admitted","Male","B"
"1231","Admitted","Male","B"
"1232","Admitted","Male","B"
"1233","Admitted","Male","B"
"1234","Admitted","Male","B"
"1235","Admitted","Male","B"
"1236","Admitted","Male","B"
"1237","Admitted","Male","B"
"1238","Admitted","Male","B"
"1239","Admitted","Male","B"
"1240","Admitted","Male","B"
"1241","Admitted","Male","B"
"1242","Admitted","Male","B"
"1243","Admitted","Male","B"
"1244","Admitted","Male","B"
"1245","Admitted","Male","B"
"1246","Admitted","Male","B"
"1247","Admitted","Male","B"
"1248","Admitted","Male","B"
"1249","Admitted","Male","B"
"1250","Admitted","Male","B"
"1251","Admitted","Male","B"
"1252","Admitted","Male","B"
"1253","Admitted","Male","B"
"1254","Admitted","Male","B"
"1255","Admitted","Male","B"
"1256","Admitted","Male","B"
"1257","Admitted","Male","B"
"1258","Admitted","Male","B"
"1259","Admitted","Male","B"
"1260","Admitted","Male","B"
"1261","Admitted","Male","B"
"1262","Admitted","Male","B"
"1263","Admitted","Male","B"
"1264","Admitted","Male","B"
"1265","Admitted","Male","B"
"1266","Admitted","Male","B"
"1267","Admitted","Male","B"
"1268","Admitted","Male","B"
"1269","Admitted","Male","B"
"1270","Admitted","Male","B"
"1271","Admitted","Male","B"
"1272","Admitted","Male","B"
"1273","Admitted","Male","B"
"1274","Admitted","Male","B"
"1275","Admitted","Male","B"
"1276","Admitted","Male","B"
"1277","Admitted","Male","B"
"1278","Admitted","Male","B"
"1279","Admitted","Male","B"
"1280","Admitted","Male","B"
"1281","Admitted","Male","B"
"1282","Admitted","Male","B"
"1283","Admitted","Male","B"
"1284","Admitted","Male","B"
"1285","Admitted","Male","B"
"1286","Admitted","Male","B"
"1287","Rejected","Male","B"
"1288","Rejected","Male","B"
"1289","Rejected","Male","B"
"1290","Rejected","Male","B"
"1291","Rejected","Male","B"
"1292","Rejected","Male","B"
"1293","Rejected","Male","B"
"1294","Rejected","Male","B"
"1295","Rejected","Male","B"
"1296","Rejected","Male","B"
"1297","Rejected","Male","B"
"1298","Rejected","Male","B"
"1299","Rejected","Male","B"
"1300","Rejected","Male","B"
"1301","Rejected","Male","B"
"1302","Rejected","Male","B"
"1303","Rejected","Male","B"
"1304","Rejected","Male","B"
"1305","Rejected","Male","B"
"1306","Rejected","Male","B"
"1307","Rejected","Male","B"
"1308","Rejected","Male","B"
"1309","Rejected","Male","B"
"1310","Rejected","Male","B"
"1311","Rejected","Male","B"
"1312","Rejected","Male","B"
"1313","Rejected","Male","B"
"1314","Rejected","Male","B"
"1315","Rejected","Male","B"
"1316","Rejected","Male","B"
"1317","Rejected","Male","B"
"1318","Rejected","Male","B"
"1319","Rejected","Male","B"
"1320","Rejected","Male","B"
"1321","Rejected","Male","B"
"1322","Rejected","Male","B"
"1323","Rejected","Male","B"
"1324","Rejected","Male","B"
"1325","Rejected","Male","B"
"1326","Rejected","Male","B"
"1327","Rejected","Male","B"
"1328","Rejected","Male","B"
"1329","Rejected","Male","B"
"1330","Rejected","Male","B"
"1331","Rejected","Male","B"
"1332","Rejected","Male","B"
"1333","Rejected","Male","B"
"1334","Rejected","Male","B"
"1335","Rejected","Male","B"
"1336","Rejected","Male","B"
"1337","Rejected","Male","B"
"1338","Rejected","Male","B"
"1339","Rejected","Male","B"
"1340","Rejected","Male","B"
"1341","Rejected","Male","B"
"1342","Rejected","Male","B"
"1343","Rejected","Male","B"
"1344","Rejected","Male","B"
"1345","Rejected","Male","B"
"1346","Rejected","Male","B"
"1347","Rejected","Male","B"
"1348","Rejected","Male","B"
"1349","Rejected","Male","B"
"1350","Rejected","Male","B"
"1351","Rejected","Male","B"
"1352","Rejected","Male","B"
"1353","Rejected","Male","B"
"1354","Rejected","Male","B"
"1355","Rejected","Male","B"
"1356","Rejected","Male","B"
"1357","Rejected","Male","B"
"1358","Rejected","Male","B"
"1359","Rejected","Male","B"
"1360","Rejected","Male","B"
"1361","Rejected","Male","B"
"1362","Rejected","Male","B"
"1363","Rejected","Male","B"
"1364","Rejected","Male","B"
"1365","Rejected","Male","B"
"1366","Rejected","Male","B"
"1367","Rejected","Male","B"
"1368","Rejected","Male","B"
"1369","Rejected","Male","B"
"1370","Rejected","Male","B"
"1371","Rejected","Male","B"
"1372","Rejected","Male","B"
"1373","Rejected","Male","B"
"1374","Rejected","Male","B"
"1375","Rejected","Male","B"
"1376","Rejected","Male","B"
"1377","Rejected","Male","B"
"1378","Rejected","Male","B"
"1379","Rejected","Male","B"
"1380","Rejected","Male","B"
"1381","Rejected","Male","B"
"1382","Rejected","Male","B"
"1383","Rejected","Male","B"
"1384","Rejected","Male","B"
"1385","Rejected","Male","B"
"1386","Rejected","Male","B"
"1387","Rejected","Male","B"
"1388","Rejected","Male","B"
"1389","Rejected","Male","B"
"1390","Rejected","Male","B"
"1391","Rejected","Male","B"
"1392","Rejected","Male","B"
"1393","Rejected","Male","B"
"1394","Rejected","Male","B"
"1395","Rejected","Male","B"
"1396","Rejected","Male","B"
"1397","Rejected","Male","B"
"1398","Rejected","Male","B"
"1399","Rejected","Male","B"
"1400","Rejected","Male","B"
"1401","Rejected","Male","B"
"1402","Rejected","Male","B"
"1403","Rejected","Male","B"
"1404","Rejected","Male","B"
"1405","Rejected","Male","B"
"1406","Rejected","Male","B"
"1407","Rejected","Male","B"
"1408","Rejected","Male","B"
"1409","Rejected","Male","B"
"1410","Rejected","Male","B"
"1411","Rejected","Male","B"
"1412","Rejected","Male","B"
"1413","Rejected","Male","B"
"1414","Rejected","Male","B"
"1415","Rejected","Male","B"
"1416","Rejected","Male","B"
"1417","Rejected","Male","B"
"1418","Rejected","Male","B"
"1419","Rejected","Male","B"
"1420","Rejected","Male","B"
"1421","Rejected","Male","B"
"1422","Rejected","Male","B"
"1423","Rejected","Male","B"
"1424","Rejected","Male","B"
"1425","Rejected","Male","B"
"1426","Rejected","Male","B"
"1427","Rejected","Male","B"
"1428","Rejected","Male","B"
"1429","Rejected","Male","B"
"1430","Rejected","Male","B"
"1431","Rejected","Male","B"
"1432","Rejected","Male","B"
"1433","Rejected","Male","B"
"1434","Rejected","Male","B"
"1435","Rejected","Male","B"
"1436","Rejected","Male","B"
"1437","Rejected","Male","B"
"1438","Rejected","Male","B"
"1439","Rejected","Male","B"
"1440","Rejected","Male","B"
"1441","Rejected","Male","B"
"1442","Rejected","Male","B"
"1443","Rejected","Male","B"
"1444","Rejected","Male","B"
"1445","Rejected","Male","B"
"1446","Rejected","Male","B"
"1447","Rejected","Male","B"
"1448","Rejected","Male","B"
"1449","Rejected","Male","B"
"1450","Rejected","Male","B"
"1451","Rejected","Male","B"
"1452","Rejected","Male","B"
"1453","Rejected","Male","B"
"1454","Rejected","Male","B"
"1455","Rejected","Male","B"
"1456","Rejected","Male","B"
"1457","Rejected","Male","B"
"1458","Rejected","Male","B"
"1459","Rejected","Male","B"
"1460","Rejected","Male","B"
"1461","Rejected","Male","B"
"1462","Rejected","Male","B"
"1463","Rejected","Male","B"
"1464","Rejected","Male","B"
"1465","Rejected","Male","B"
"1466","Rejected","Male","B"
"1467","Rejected","Male","B"
"1468","Rejected","Male","B"
"1469","Rejected","Male","B"
"1470","Rejected","Male","B"
"1471","Rejected","Male","B"
"1472","Rejected","Male","B"
"1473","Rejected","Male","B"
"1474","Rejected","Male","B"
"1475","Rejected","Male","B"
"1476","Rejected","Male","B"
"1477","Rejected","Male","B"
"1478","Rejected","Male","B"
"1479","Rejected","Male","B"
"1480","Rejected","Male","B"
"1481","Rejected","Male","B"
"1482","Rejected","Male","B"
"1483","Rejected","Male","B"
"1484","Rejected","Male","B"
"1485","Rejected","Male","B"
"1486","Rejected","Male","B"
"1487","Rejected","Male","B"
"1488","Rejected","Male","B"
"1489","Rejected","Male","B"
"1490","Rejected","Male","B"
"1491","Rejected","Male","B"
"1492","Rejected","Male","B"
"1493","Rejected","Male","B"
"1494","Admitted","Female","B"
"1495","Admitted","Female","B"
"1496","Admitted","Female","B"
"1497","Admitted","Female","B"
"1498","Admitted","Female","B"
"1499","Admitted","Female","B"
"1500","Admitted","Female","B"
"1501","Admitted","Female","B"
"1502","Admitted","Female","B"
"1503","Admitted","Female","B"
"1504","Admitted","Female","B"
"1505","Admitted","Female","B"
"1506","Admitted","Female","B"
"1507","Admitted","Female","B"
"1508","Admitted","Female","B"
"1509","Admitted","Female","B"
"1510","Admitted","Female","B"
"1511","Rejected","Female","B"
"1512","Rejected","Female","B"
"1513","Rejected","Female","B"
"1514","Rejected","Female","B"
"1515","Rejected","Female","B"
"1516","Rejected","Female","B"
"1517","Rejected","Female","B"
"1518","Rejected","Female","B"
"1519","Admitted","Male","C"
"1520","Admitted","Male","C"
"1521","Admitted","Male","C"
"1522","Admitted","Male","C"
"1523","Admitted","Male","C"
"1524","Admitted","Male","C"
"1525","Admitted","Male","C"
"1526","Admitted","Male","C"
"1527","Admitted","Male","C"
"1528","Admitted","Male","C"
"1529","Admitted","Male","C"
"1530","Admitted","Male","C"
"1531","Admitted","Male","C"
"1532","Admitted","Male","C"
"1533","Admitted","Male","C"
"1534","Admitted","Male","C"
"1535","Admitted","Male","C"
"1536","Admitted","Male","C"
"1537","Admitted","Male","C"
"1538","Admitted","Male","C"
"1539","Admitted","Male","C"
"1540","Admitted","Male","C"
"1541","Admitted","Male","C"
"1542","Admitted","Male","C"
"1543","Admitted","Male","C"
"1544","Admitted","Male","C"
"1545","Admitted","Male","C"
"1546","Admitted","Male","C"
"1547","Admitted","Male","C"
"1548","Admitted","Male","C"
"1549","Admitted","Male","C"
"1550","Admitted","Male","C"
"1551","Admitted","Male","C"
"1552","Admitted","Male","C"
"1553","Admitted","Male","C"
"1554","Admitted","Male","C"
"1555","Admitted","Male","C"
"1556","Admitted","Male","C"
"1557","Admitted","Male","C"
"1558","Admitted","Male","C"
"1559","Admitted","Male","C"
"1560","Admitted","Male","C"
"1561","Admitted","Male","C"
"1562","Admitted","Male","C"
"1563","Admitted","Male","C"
"1564","Admitted","Male","C"
"1565","Admitted","Male","C"
"1566","Admitted","Male","C"
"1567","Admitted","Male","C"
"1568","Admitted","Male","C"
"1569","Admitted","Male","C"
"1570","Admitted","Male","C"
"1571","Admitted","Male","C"
"1572","Admitted","Male","C"
"1573","Admitted","Male","C"
"1574","Admitted","Male","C"
"1575","Admitted","Male","C"
"1576","Admitted","Male","C"
"1577","Admitted","Male","C"
"1578","Admitted","Male","C"
"1579","Admitted","Male","C"
"1580","Admitted","Male","C"
"1581","Admitted","Male","C"
"1582","Admitted","Male","C"
"1583","Admitted","Male","C"
"1584","Admitted","Male","C"
"1585","Admitted","Male","C"
"1586","Admitted","Male","C"
"1587","Admitted","Male","C"
"1588","Admitted","Male","C"
"1589","Admitted","Male","C"
"1590","Admitted","Male","C"
"1591","Admitted","Male","C"
"1592","Admitted","Male","C"
"1593","Admitted","Male","C"
"1594","Admitted","Male","C"
"1595","Admitted","Male","C"
"1596","Admitted","Male","C"
"1597","Admitted","Male","C"
"1598","Admitted","Male","C"
"1599","Admitted","Male","C"
"1600","Admitted","Male","C"
"1601","Admitted","Male","C"
"1602","Admitted","Male","C"
"1603","Admitted","Male","C"
"1604","Admitted","Male","C"
"1605","Admitted","Male","C"
"1606","Admitted","Male","C"
"1607","Admitted","Male","C"
"1608","Admitted","Male","C"
"1609","Admitted","Male","C"
"1610","Admitted","Male","C"
"1611","Admitted","Male","C"
"1612","Admitted","Male","C"
"1613","Admitted","Male","C"
"1614","Admitted","Male","C"
"1615","Admitted","Male","C"
"1616","Admitted","Male","C"
"1617","Admitted","Male","C"
"1618","Admitted","Male","C"
"1619","Admitted","Male","C"
"1620","Admitted","Male","C"
"1621","Admitted","Male","C"
"1622","Admitted","Male","C"
"1623","Admitted","Male","C"
"1624","Admitted","Male","C"
"1625","Admitted","Male","C"
"1626","Admitted","Male","C"
"1627","Admitted","Male","C"
"1628","Admitted","Male","C"
"1629","Admitted","Male","C"
"1630","Admitted","Male","C"
"1631","Admitted","Male","C"
"1632","Admitted","Male","C"
"1633","Admitted","Male","C"
"1634","Admitted","Male","C"
"1635","Admitted","Male","C"
"1636","Admitted","Male","C"
"1637","Admitted","Male","C"
"1638","Admitted","Male","C"
"1639","Rejected","Male","C"
"1640","Rejected","Male","C"
"1641","Rejected","Male","C"
"1642","Rejected","Male","C"
"1643","Rejected","Male","C"
"1644","Rejected","Male","C"
"1645","Rejected","Male","C"
"1646","Rejected","Male","C"
"1647","Rejected","Male","C"
"1648","Rejected","Male","C"
"1649","Rejected","Male","C"
"1650","Rejected","Male","C"
"1651","Rejected","Male","C"
"1652","Rejected","Male","C"
"1653","Rejected","Male","C"
"1654","Rejected","Male","C"
"1655","Rejected","Male","C"
"1656","Rejected","Male","C"
"1657","Rejected","Male","C"
"1658","Rejected","Male","C"
"1659","Rejected","Male","C"
"1660","Rejected","Male","C"
"1661","Rejected","Male","C"
"1662","Rejected","Male","C"
"1663","Rejected","Male","C"
"1664","Rejected","Male","C"
"1665","Rejected","Male","C"
"1666","Rejected","Male","C"
"1667","Rejected","Male","C"
"1668","Rejected","Male","C"
"1669","Rejected","Male","C"
"1670","Rejected","Male","C"
"1671","Rejected","Male","C"
"1672","Rejected","Male","C"
"1673","Rejected","Male","C"
"1674","Rejected","Male","C"
"1675","Rejected","Male","C"
"1676","Rejected","Male","C"
"1677","Rejected","Male","C"
"1678","Rejected","Male","C"
"1679","Rejected","Male","C"
"1680","Rejected","Male","C"
"1681","Rejected","Male","C"
"1682","Rejected","Male","C"
"1683","Rejected","Male","C"
"1684","Rejected","Male","C"
"1685","Rejected","Male","C"
"1686","Rejected","Male","C"
"1687","Rejected","Male","C"
"1688","Rejected","Male","C"
"1689","Rejected","Male","C"
"1690","Rejected","Male","C"
"1691","Rejected","Male","C"
"1692","Rejected","Male","C"
"1693","Rejected","Male","C"
"1694","Rejected","Male","C"
"1695","Rejected","Male","C"
"1696","Rejected","Male","C"
"1697","Rejected","Male","C"
"1698","Rejected","Male","C"
"1699","Rejected","Male","C"
"1700","Rejected","Male","C"
"1701","Rejected","Male","C"
"1702","Rejected","Male","C"
"1703","Rejected","Male","C"
"1704","Rejected","Male","C"
"1705","Rejected","Male","C"
"1706","Rejected","Male","C"
"1707","Rejected","Male","C"
"1708","Rejected","Male","C"
"1709","Rejected","Male","C"
"1710","Rejected","Male","C"
"1711","Rejected","Male","C"
"1712","Rejected","Male","C"
"1713","Rejected","Male","C"
"1714","Rejected","Male","C"
"1715","Rejected","Male","C"
"1716","Rejected","Male","C"
"1717","Rejected","Male","C"
"1718","Rejected","Male","C"
"1719","Rejected","Male","C"
"1720","Rejected","Male","C"
"1721","Rejected","Male","C"
"1722","Rejected","Male","C"
"1723","Rejected","Male","C"
"1724","Rejected","Male","C"
"1725","Rejected","Male","C"
"1726","Rejected","Male","C"
"1727","Rejected","Male","C"
"1728","Rejected","Male","C"
"1729","Rejected","Male","C"
"1730","Rejected","Male","C"
"1731","Rejected","Male","C"
"1732","Rejected","Male","C"
"1733","Rejected","Male","C"
"1734","Rejected","Male","C"
"1735","Rejected","Male","C"
"1736","Rejected","Male","C"
"1737","Rejected","Male","C"
"1738","Rejected","Male","C"
"1739","Rejected","Male","C"
"1740","Rejected","Male","C"
"1741","Rejected","Male","C"
"1742","Rejected","Male","C"
"1743","Rejected","Male","C"
"1744","Rejected","Male","C"
"1745","Rejected","Male","C"
"1746","Rejected","Male","C"
"1747","Rejected","Male","C"
"1748","Rejected","Male","C"
"1749","Rejected","Male","C"
"1750","Rejected","Male","C"
"1751","Rejected","Male","C"
"1752","Rejected","Male","C"
"1753","Rejected","Male","C"
"1754","Rejected","Male","C"
"1755","Rejected","Male","C"
"1756","Rejected","Male","C"
"1757","Rejected","Male","C"
"1758","Rejected","Male","C"
"1759","Rejected","Male","C"
"1760","Rejected","Male","C"
"1761","Rejected","Male","C"
"1762","Rejected","Male","C"
"1763","Rejected","Male","C"
"1764","Rejected","Male","C"
"1765","Rejected","Male","C"
"1766","Rejected","Male","C"
"1767","Rejected","Male","C"
"1768","Rejected","Male","C"
"1769","Rejected","Male","C"
"1770","Rejected","Male","C"
"1771","Rejected","Male","C"
"1772","Rejected","Male","C"
"1773","Rejected","Male","C"
"1774","Rejected","Male","C"
"1775","Rejected","Male","C"
"1776","Rejected","Male","C"
"1777","Rejected","Male","C"
"1778","Rejected","Male","C"
"1779","Rejected","Male","C"
"1780","Rejected","Male","C"
"1781","Rejected","Male","C"
"1782","Rejected","Male","C"
"1783","Rejected","Male","C"
"1784","Rejected","Male","C"
"1785","Rejected","Male","C"
"1786","Rejected","Male","C"
"1787","Rejected","Male","C"
"1788","Rejected","Male","C"
"1789","Rejected","Male","C"
"1790","Rejected","Male","C"
"1791","Rejected","Male","C"
"1792","Rejected","Male","C"
"1793","Rejected","Male","C"
"1794","Rejected","Male","C"
"1795","Rejected","Male","C"
"1796","Rejected","Male","C"
"1797","Rejected","Male","C"
"1798","Rejected","Male","C"
"1799","Rejected","Male","C"
"1800","Rejected","Male","C"
"1801","Rejected","Male","C"
"1802","Rejected","Male","C"
"1803","Rejected","Male","C"
"1804","Rejected","Male","C"
"1805","Rejected","Male","C"
"1806","Rejected","Male","C"
"1807","Rejected","Male","C"
"1808","Rejected","Male","C"
"1809","Rejected","Male","C"
"1810","Rejected","Male","C"
"1811","Rejected","Male","C"
"1812","Rejected","Male","C"
"1813","Rejected","Male","C"
"1814","Rejected","Male","C"
"1815","Rejected","Male","C"
"1816","Rejected","Male","C"
"1817","Rejected","Male","C"
"1818","Rejected","Male","C"
"1819","Rejected","Male","C"
"1820","Rejected","Male","C"
"1821","Rejected","Male","C"
"1822","Rejected","Male","C"
"1823","Rejected","Male","C"
"1824","Rejected","Male","C"
"1825","Rejected","Male","C"
"1826","Rejected","Male","C"
"1827","Rejected","Male","C"
"1828","Rejected","Male","C"
"1829","Rejected","Male","C"
"1830","Rejected","Male","C"
"1831","Rejected","Male","C"
"1832","Rejected","Male","C"
"1833","Rejected","Male","C"
"1834","Rejected","Male","C"
"1835","Rejected","Male","C"
"1836","Rejected","Male","C"
"1837","Rejected","Male","C"
"1838","Rejected","Male","C"
"1839","Rejected","Male","C"
"1840","Rejected","Male","C"
"1841","Rejected","Male","C"
"1842","Rejected","Male","C"
"1843","Rejected","Male","C"
"1844","Admitted","Female","C"
"1845","Admitted","Female","C"
"1846","Admitted","Female","C"
"1847","Admitted","Female","C"
"1848","Admitted","Female","C"
"1849","Admitted","Female","C"
"1850","Admitted","Female","C"
"1851","Admitted","Female","C"
"1852","Admitted","Female","C"
"1853","Admitted","Female","C"
"1854","Admitted","Female","C"
"1855","Admitted","Female","C"
"1856","Admitted","Female","C"
"1857","Admitted","Female","C"
"1858","Admitted","Female","C"
"1859","Admitted","Female","C"
"1860","Admitted","Female","C"
"1861","Admitted","Female","C"
"1862","Admitted","Female","C"
"1863","Admitted","Female","C"
"1864","Admitted","Female","C"
"1865","Admitted","Female","C"
"1866","Admitted","Female","C"
"1867","Admitted","Female","C"
"1868","Admitted","Female","C"
"1869","Admitted","Female","C"
"1870","Admitted","Female","C"
"1871","Admitted","Female","C"
"1872","Admitted","Female","C"
"1873","Admitted","Female","C"
"1874","Admitted","Female","C"
"1875","Admitted","Female","C"
"1876","Admitted","Female","C"
"1877","Admitted","Female","C"
"1878","Admitted","Female","C"
"1879","Admitted","Female","C"
"1880","Admitted","Female","C"
"1881","Admitted","Female","C"
"1882","Admitted","Female","C"
"1883","Admitted","Female","C"
"1884","Admitted","Female","C"
"1885","Admitted","Female","C"
"1886","Admitted","Female","C"
"1887","Admitted","Female","C"
"1888","Admitted","Female","C"
"1889","Admitted","Female","C"
"1890","Admitted","Female","C"
"1891","Admitted","Female","C"
"1892","Admitted","Female","C"
"1893","Admitted","Female","C"
"1894","Admitted","Female","C"
"1895","Admitted","Female","C"
"1896","Admitted","Female","C"
"1897","Admitted","Female","C"
"1898","Admitted","Female","C"
"1899","Admitted","Female","C"
"1900","Admitted","Female","C"
"1901","Admitted","Female","C"
"1902","Admitted","Female","C"
"1903","Admitted","Female","C"
"1904","Admitted","Female","C"
"1905","Admitted","Female","C"
"1906","Admitted","Female","C"
"1907","Admitted","Female","C"
"1908","Admitted","Female","C"
"1909","Admitted","Female","C"
"1910","Admitted","Female","C"
"1911","Admitted","Female","C"
"1912","Admitted","Female","C"
"1913","Admitted","Female","C"
"1914","Admitted","Female","C"
"1915","Admitted","Female","C"
"1916","Admitted","Female","C"
"1917","Admitted","Female","C"
"1918","Admitted","Female","C"
"1919","Admitted","Female","C"
"1920","Admitted","Female","C"
"1921","Admitted","Female","C"
"1922","Admitted","Female","C"
"1923","Admitted","Female","C"
"1924","Admitted","Female","C"
"1925","Admitted","Female","C"
"1926","Admitted","Female","C"
"1927","Admitted","Female","C"
"1928","Admitted","Female","C"
"1929","Admitted","Female","C"
"1930","Admitted","Female","C"
